Year,Occupation Type,Occupation Sub-Type,Occupation Sub-Type2,Occupation,Gender,Numberofworkers,Medianweeklyearnings,Standarderrorofmedian
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ",Automotive service technicians and mechanics,,Female,11,–,–
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ",Bus and truck mechanics and diesel engine specialists,,Female,1,–,–
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ",Heavy vehicle and mobile equipment service technicians and mechanics,,Female,0,–,–
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ",Small engine mechanics,,Female,1,–,–
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ","Miscellaneous vehicle and mobile equipment mechanics, installers, and repairers",,Female,0,–,–
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ",Control and valve installers and repairers,,Female,1,–,–
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ","Heating, air conditioning, and refrigeration mechanics and installers",,Female,4,–,–
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ",Home appliance repairers,,Female,0,–,–
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ",Industrial and refractory machinery mechanics,,Female,11,–,–
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ","Maintenance and repair workers, general",,Female,13,–,–
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ","Maintenance workers, machinery",,Female,1,–,–
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ",Millwrights,,Female,0,–,–
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ",Electrical power-line installers and repairers,,Female,1,–,–
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ",Telecommunications line installers and repairers,,Female,4,–,–
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ",Precision instrument and equipment repairers,,Female,10,–,–
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ",Wind turbine service technicians,,Female,0,–,–
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ","Coin, vending, and amusement machine servicers and repairers",,Female,3,–,–
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ",Commercial divers,,Female,0,–,–
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ",Locksmiths and safe repairers,,Female,0,–,–
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ",Manufactured building and mobile home installers,,Female,0,–,–
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ",Riggers,,Female,0,–,–
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ",Signal and track switch repairers,,Female,0,–,–
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ","Helpers—installation, maintenance, and repair workers",,Female,1,–,–
2016,"Natural resources, construction, and maintenance","Installation, maintenance, and repair ","Other installation, maintenance, and repair workers",,Female,8,–,–
2016,"Production, transportation, and material moving ",,,,Female,"2,945",$531,6
2016,"Production, transportation, and material moving ",Production,,,Female,"1,949",$527,6
2016,"Production, transportation, and material moving ",Production,First-line supervisors of production and operating workers,,Female,131,$723,37
2016,"Production, transportation, and material moving ",Production,"Aircraft structure, surfaces, rigging, and systems assemblers",,Female,2,–,–
2016,"Production, transportation, and material moving ",Production,"Electrical, electronics, and electromechanical assemblers",,Female,50,$554,24
2016,"Production, transportation, and material moving ",Production,Engine and other machine assemblers,,Female,0,–,–
2016,"Production, transportation, and material moving ",Production,Structural metal fabricators and fitters,,Female,0,–,–
2016,"Production, transportation, and material moving ",Production,Miscellaneous assemblers and fabricators,,Female,345,$559,16
2016,"Production, transportation, and material moving ",Production,Bakers,,Female,83,$480,13
2016,"Production, transportation, and material moving ",Production,"Butchers and other meat, poultry, and fish processing workers",,Female,61,$449,40
2016,"Production, transportation, and material moving ",Production,"Food and tobacco roasting, baking, and drying machine operators and tenders",,Female,2,–,–
2016,"Production, transportation, and material moving ",Production,Food batchmakers,,Female,42,–,–
2016,"Production, transportation, and material moving ",Production,Food cooking machine operators and tenders,,Female,1,–,–
2016,"Production, transportation, and material moving ",Production,"Food processing workers, all other",,Female,41,–,–
2016,"Production, transportation, and material moving ",Production,Computer control programmers and operators,,Female,6,–,–
2016,"Production, transportation, and material moving ",Production,"Extruding and drawing machine setters, operators, and tenders, metal and plastic",,Female,2,–,–
2016,"Production, transportation, and material moving ",Production,"Forging machine setters, operators, and tenders, metal and plastic",,Female,0,–,–
2016,"Production, transportation, and material moving ",Production,"Rolling machine setters, operators, and tenders, metal and plastic",,Female,3,–,–
2016,"Production, transportation, and material moving ",Production,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",,Female,18,–,–
2016,"Production, transportation, and material moving ",Production,"Drilling and boring machine tool setters, operators, and tenders, metal and plastic",,Female,0,–,–
2016,"Production, transportation, and material moving ",Production,"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",,Female,3,–,–
2016,"Production, transportation, and material moving ",Production,"Lathe and turning machine tool setters, operators, and tenders, metal and plastic",,Female,0,–,–
2016,"Production, transportation, and material moving ",Production,"Milling and planing machine setters, operators, and tenders, metal and plastic",,Female,0,–,–
2016,"Production, transportation, and material moving ",Production,Machinists,,Female,13,–,–
2016,"Production, transportation, and material moving ",Production,"Metal furnace operators, tenders, pourers, and casters",,Female,1,–,–
2016,"Production, transportation, and material moving ",Production,"Model makers and patternmakers, metal and plastic",,Female,0,–,–
2016,"Production, transportation, and material moving ",Production,"Molders and molding machine setters, operators, and tenders, metal and plastic",,Female,7,–,–
2016,"Production, transportation, and material moving ",Production,"Multiple machine tool setters, operators, and tenders, metal and plastic",,Female,1,–,–
2016,"Production, transportation, and material moving ",Production,Tool and die makers,,Female,0,–,–
2016,"Production, transportation, and material moving ",Production,"Welding, soldering, and brazing workers",,Female,23,–,–
2016,"Production, transportation, and material moving ",Production,"Heat treating equipment setters, operators, and tenders, metal and plastic",,Female,0,–,–
2016,"Production, transportation, and material moving ",Production,"Layout workers, metal and plastic",,Female,0,–,–
2016,"Production, transportation, and material moving ",Production,"Plating and coating machine setters, operators, and tenders, metal and plastic",,Female,2,–,–
2016,"Production, transportation, and material moving ",Production,"Tool grinders, filers, and sharpeners",,Female,0,–,–
2016,"Production, transportation, and material moving ",Production,"Metal workers and plastic workers, all other",,Female,74,$565,20
2016,"Production, transportation, and material moving ",Production,Prepress technicians and workers,,Female,7,–,–
2016,"Production, transportation, and material moving ",Production,Printing press operators,,Female,33,–,–
2016,"Production, transportation, and material moving ",Production,Print binding and finishing workers,,Female,2,–,–
2016,"Production, transportation, and material moving ",Production,Laundry and dry-cleaning workers,,Female,80,$436,33
2016,"Production, transportation, and material moving ",Production,"Pressers, textile, garment, and related materials",,Female,20,–,–
2016,"Production, transportation, and material moving ",Production,Sewing machine operators,,Female,114,$452,15
2016,"Production, transportation, and material moving ",Production,Shoe and leather workers and repairers,,Female,1,–,–
2016,"Production, transportation, and material moving ",Production,Shoe machine operators and tenders,,Female,0,–,–
2016,"Production, transportation, and material moving ",Production,"Tailors, dressmakers, and sewers",,Female,25,–,–
2016,"Production, transportation, and material moving ",Production,Textile bleaching and dyeing machine operators and tenders,,Female,0,–,–
2016,"Production, transportation, and material moving ",Production,"Textile cutting machine setters, operators, and tenders",,Female,3,–,–
2016,"Production, transportation, and material moving ",Production,"Textile knitting and weaving machine setters, operators, and tenders",,Female,11,–,–
2016,"Production, transportation, and material moving ",Production,"Textile winding, twisting, and drawing out machine setters, operators, and tenders",,Female,4,–,–
2016,"Production, transportation, and material moving ",Production,"Extruding and forming machine setters, operators, and tenders, synthetic and glass fibers",,Female,0,–,–
2016,"Production, transportation, and material moving ",Production,Fabric and apparel patternmakers,,Female,0,–,–
2016,"Production, transportation, and material moving ",Production,Upholsterers,,Female,1,–,–
2016,"Production, transportation, and material moving ",Production,"Textile, apparel, and furnishings workers, all other",,Female,2,–,–
2016,"Production, transportation, and material moving ",Production,Cabinetmakers and bench carpenters,,Female,5,–,–
2016,"Production, transportation, and material moving ",Production,Furniture finishers,,Female,1,–,–
2016,"Production, transportation, and material moving ",Production,"Model makers and patternmakers, wood",,Female,0,–,–
2016,"Production, transportation, and material moving ",Production,"Sawing machine setters, operators, and tenders, wood",,Female,4,–,–
2016,"Production, transportation, and material moving ",Production,"Woodworking machine setters, operators, and tenders, except sawing",,Female,4,–,–
2016,"Production, transportation, and material moving ",Production,"Woodworkers, all other",,Female,1,–,–
2016,"Production, transportation, and material moving ",Production,"Power plant operators, distributors, and dispatchers",,Female,2,–,–
2016,"Production, transportation, and material moving ",Production,Stationary engineers and boiler operators,,Female,4,–,–
2016,"Production, transportation, and material moving ",Production,Water and wastewater treatment plant and system operators,,Female,3,–,–
2016,"Production, transportation, and material moving ",Production,Miscellaneous plant and system operators,,Female,3,–,–
2016,"Production, transportation, and material moving ",Production,"Chemical processing machine setters, operators, and tenders",,Female,4,–,–
2016,"Production, transportation, and material moving ",Production,"Crushing, grinding, polishing, mixing, and blending workers",,Female,6,–,–
2016,"Production, transportation, and material moving ",Production,Cutting workers,,Female,13,–,–
2016,"Production, transportation, and material moving ",Production,"Extruding, forming, pressing, and compacting machine setters, operators, and tenders",,Female,4,–,–
2016,"Production, transportation, and material moving ",Production,"Furnace, kiln, oven, drier, and kettle operators and tenders",,Female,1,–,–
2016,"Production, transportation, and material moving ",Production,"Inspectors, testers, sorters, samplers, and weighers",,Female,241,$584,19
2016,"Production, transportation, and material moving ",Production,Jewelers and precious stone and metal workers,,Female,7,–,–
2016,"Production, transportation, and material moving ",Production,"Medical, dental, and ophthalmic laboratory technicians",,Female,31,–,–
2016,"Production, transportation, and material moving ",Production,Packaging and filling machine operators and tenders,,Female,113,$425,17
2016,"Production, transportation, and material moving ",Production,Painting workers,,Female,11,–,–
2016,"Production, transportation, and material moving ",Production,Photographic process workers and processing machine operators,,Female,12,–,–
2016,"Production, transportation, and material moving ",Production,Semiconductor processors,,Female,0,–,–
2016,"Production, transportation, and material moving ",Production,Adhesive bonding machine operators and tenders,,Female,5,–,–
2016,"Production, transportation, and material moving ",Production,"Cleaning, washing, and metal pickling equipment operators and tenders",,Female,0,–,–
2016,"Production, transportation, and material moving ",Production,Cooling and freezing equipment operators and tenders,,Female,0,–,–
2016,"Production, transportation, and material moving ",Production,Etchers and engravers,,Female,0,–,–
2016,"Production, transportation, and material moving ",Production,"Molders, shapers, and casters, except metal and plastic",,Female,2,–,–
2016,"Production, transportation, and material moving ",Production,"Paper goods machine setters, operators, and tenders",,Female,7,–,–
2016,"Production, transportation, and material moving ",Production,Tire builders,,Female,1,–,–
2016,"Production, transportation, and material moving ",Production,Helpers—production workers,,Female,3,–,–
2016,"Production, transportation, and material moving ",Production,"Production workers, all other",,Female,246,$515,12
2016,"Production, transportation, and material moving ",Transportation and material moving,,,Female,997,$540,12
2016,"Production, transportation, and material moving ",Transportation and material moving,Supervisors of transportation and material moving workers,,Female,39,–,–
2016,"Production, transportation, and material moving ",Transportation and material moving,Aircraft pilots and flight engineers,,Female,7,–,–
2016,"Production, transportation, and material moving ",Transportation and material moving,Air traffic controllers and airfield operations specialists,,Female,10,–,–
2016,"Production, transportation, and material moving ",Transportation and material moving,Flight attendants,,Female,49,–,–
2016,"Production, transportation, and material moving ",Transportation and material moving,"Ambulance drivers and attendants, except emergency medical technicians",,Female,2,–,–
2016,"Production, transportation, and material moving ",Transportation and material moving,Bus drivers,,Female,146,$589,22
2016,"Production, transportation, and material moving ",Transportation and material moving,Driver/sales workers and truck drivers,,Female,120,$630,44
2016,"Production, transportation, and material moving ",Transportation and material moving,Taxi drivers and chauffeurs,,Female,38,–,–
2016,"Production, transportation, and material moving ",Transportation and material moving,"Motor vehicle operators, all other",,Female,2,–,–
2016,"Production, transportation, and material moving ",Transportation and material moving,Locomotive engineers and operators,,Female,0,–,–
2016,"Production, transportation, and material moving ",Transportation and material moving,"Railroad brake, signal, and switch operators",,Female,1,–,–
2016,"Production, transportation, and material moving ",Transportation and material moving,Railroad conductors and yardmasters,,Female,1,–,–
2016,"Production, transportation, and material moving ",Transportation and material moving,"Subway, streetcar, and other rail transportation workers",,Female,1,–,–
2016,"Production, transportation, and material moving ",Transportation and material moving,Sailors and marine oilers,,Female,1,–,–
2016,"Production, transportation, and material moving ",Transportation and material moving,Ship and boat captains and operators,,Female,1,–,–
2016,"Production, transportation, and material moving ",Transportation and material moving,Ship engineers,,Female,0,–,–
2016,"Production, transportation, and material moving ",Transportation and material moving,Bridge and lock tenders,,Female,0,–,–
2016,"Production, transportation, and material moving ",Transportation and material moving,Parking lot attendants,,Female,4,–,–
2016,"Production, transportation, and material moving ",Transportation and material moving,Automotive and watercraft service attendants,,Female,5,–,–
2016,"Production, transportation, and material moving ",Transportation and material moving,Transportation inspectors,,Female,5,–,–
2016,"Production, transportation, and material moving ",Transportation and material moving,"Transportation attendants, except flight attendants",,Female,10,–,–
2016,"Production, transportation, and material moving ",Transportation and material moving,Other transportation workers,,Female,7,–,–
2016,"Production, transportation, and material moving ",Transportation and material moving,Conveyor operators and tenders,,Female,0,–,–
2016,"Production, transportation, and material moving ",Transportation and material moving,Crane and tower operators,,Female,0,–,–
2016,"Production, transportation, and material moving ",Transportation and material moving,"Dredge, excavating, and loading machine operators",,Female,0,–,–
2016,"Production, transportation, and material moving ",Transportation and material moving,Hoist and winch operators,,Female,0,–,–
2016,"Production, transportation, and material moving ",Transportation and material moving,Industrial truck and tractor operators,,Female,54,$563,30
2016,"Production, transportation, and material moving ",Transportation and material moving,Cleaners of vehicles and equipment,,Female,28,–,–
2016,"Production, transportation, and material moving ",Transportation and material moving,"Laborers and freight, stock, and material movers, hand",,Female,221,$509,11
2016,"Production, transportation, and material moving ",Transportation and material moving,Machine feeders and offbearers,,Female,13,–,–
2016,"Production, transportation, and material moving ",Transportation and material moving,"Packers and packagers, hand",,Female,216,$437,22
2016,"Production, transportation, and material moving ",Transportation and material moving,Pumping station operators,,Female,1,–,–
2016,"Production, transportation, and material moving ",Transportation and material moving,Refuse and recyclable material collectors,,Female,4,–,–
2016,"Production, transportation, and material moving ",Transportation and material moving,Mine shuttle car operators,,Female,0,–,–
2016,"Production, transportation, and material moving ",Transportation and material moving,"Tank car, truck, and ship loaders",,Female,0,–,–
2016,"Production, transportation, and material moving ",Transportation and material moving,"Material moving workers, all other",,Female,6,–,–
2016,"Management, professional, and related ",,,,Male,"22,256","$1,420",8
2016,"Management, professional, and related ","Management, business, and financial operations ",,,Male,"10,261","$1,491",14
2016,"Management, professional, and related ","Management, business, and financial operations ",Management,,Male,"7,514","$1,539",10
2016,"Management, professional, and related ","Management, business, and financial operations ",Management,Chief executives,Male,832,"$2,419",76
2016,"Management, professional, and related ","Management, business, and financial operations ",Management,General and operations managers,Male,626,"$1,358",23
2016,"Management, professional, and related ","Management, business, and financial operations ",Management,Legislators,Male,6,–,–
2016,"Management, professional, and related ","Management, business, and financial operations ",Management,Advertising and promotions managers,Male,24,–,–
2016,"Management, professional, and related ","Management, business, and financial operations ",Management,Marketing and sales managers,Male,518,"$1,745",42
2016,"Management, professional, and related ","Management, business, and financial operations ",Management,Public relations and fundraising managers,Male,21,–,–
2016,"Management, professional, and related ","Management, business, and financial operations ",Management,Administrative services managers,Male,101,"$1,398",49
2016,"Management, professional, and related ","Management, business, and financial operations ",Management,Computer and information systems managers,Male,443,"$1,756",37
2016,"Management, professional, and related ","Management, business, and financial operations ",Management,Financial managers,Male,527,"$1,670",87
2016,"Management, professional, and related ","Management, business, and financial operations ",Management,Compensation and benefits managers,Male,3,–,–
2016,"Management, professional, and related ","Management, business, and financial operations ",Management,Human resources managers,Male,73,"$1,737",109
2016,"Management, professional, and related ","Management, business, and financial operations ",Management,Training and development managers,Male,27,–,–
2016,"Management, professional, and related ","Management, business, and financial operations ",Management,Industrial production managers,Male,201,"$1,409",104
2016,"Management, professional, and related ","Management, business, and financial operations ",Management,Purchasing managers,Male,95,"$1,400",48
2016,"Management, professional, and related ","Management, business, and financial operations ",Management,"Transportation, storage, and distribution managers",Male,237,$990,37
2016,"Management, professional, and related ","Management, business, and financial operations ",Management,"Farmers, ranchers, and other agricultural managers",Male,102,$906,84
2016,"Management, professional, and related ","Management, business, and financial operations ",Management,Construction managers,Male,452,"$1,401",39
2016,"Management, professional, and related ","Management, business, and financial operations ",Management,Education administrators,Male,297,"$1,528",98
2016,"Management, professional, and related ","Management, business, and financial operations ",Management,Architectural and engineering managers,Male,134,"$2,265",124
2016,"Management, professional, and related ","Management, business, and financial operations ",Management,Food service managers,Male,410,$853,47
2016,"Management, professional, and related ","Management, business, and financial operations ",Management,Funeral service managers,Male,11,–,–
2016,"Management, professional, and related ","Management, business, and financial operations ",Management,Gaming managers,Male,14,–,–
2016,"Management, professional, and related ","Management, business, and financial operations ",Management,Lodging managers,Male,59,"$1,068",69
2016,"Management, professional, and related ","Management, business, and financial operations ",Management,Medical and health services managers,Male,133,"$1,610",47
2016,"Management, professional, and related ","Management, business, and financial operations ",Management,Natural sciences managers,Male,6,–,–
2016,"Management, professional, and related ","Management, business, and financial operations ",Management,Postmasters and mail superintendents,Male,12,–,–
2016,"Management, professional, and related ","Management, business, and financial operations ",Management,"Property, real estate, and community association managers",Male,181,"$1,157",50
2016,"Management, professional, and related ","Management, business, and financial operations ",Management,Social and community service managers,Male,115,"$1,206",102
2016,"Management, professional, and related ","Management, business, and financial operations ",Management,Emergency management directors,Male,5,–,–
2016,"Management, professional, and related ","Management, business, and financial operations ",Management,"Managers, all other",Male,"1,845","$1,542",22
2016,"Management, professional, and related ","Management, business, and financial operations ",Business and financial operations,,Male,"2,747","$1,373",23
2016,"Management, professional, and related ","Management, business, and financial operations ",Business and financial operations,"Agents and business managers of artists, performers, and athletes",Male,11,–,–
2016,"Management, professional, and related ","Management, business, and financial operations ",Business and financial operations,"Buyers and purchasing agents, farm products",Male,8,–,–
2016,"Management, professional, and related ","Management, business, and financial operations ",Business and financial operations,"Wholesale and retail buyers, except farm products",Male,68,$942,61
2016,"Management, professional, and related ","Management, business, and financial operations ",Business and financial operations,"Purchasing agents, except wholesale, retail, and farm products",Male,128,"$1,037",62
2016,"Management, professional, and related ","Management, business, and financial operations ",Business and financial operations,"Claims adjusters, appraisers, examiners, and investigators",Male,114,"$1,139",63
2016,"Management, professional, and related ","Management, business, and financial operations ",Business and financial operations,Compliance officers,Male,106,"$1,274",97
2016,"Management, professional, and related ","Management, business, and financial operations ",Business and financial operations,Cost estimators,Male,96,"$1,172",54
2016,"Management, professional, and related ","Management, business, and financial operations ",Business and financial operations,Human resources workers,Male,166,"$1,364",179
2016,"Management, professional, and related ","Management, business, and financial operations ",Business and financial operations,"Compensation, benefits, and job analysis specialists",Male,21,–,–
2016,"Management, professional, and related ","Management, business, and financial operations ",Business and financial operations,Training and development specialists,Male,47,–,–
2016,"Management, professional, and related ","Management, business, and financial operations ",Business and financial operations,Logisticians,Male,75,"$1,116",80
2016,"Management, professional, and related ","Management, business, and financial operations ",Business and financial operations,Management analysts,Male,332,"$1,586",61
2016,"Management, professional, and related ","Management, business, and financial operations ",Business and financial operations,"Meeting, convention, and event planners",Male,30,–,–
2016,"Management, professional, and related ","Management, business, and financial operations ",Business and financial operations,Fundraisers,Male,22,–,–
2016,"Management, professional, and related ","Management, business, and financial operations ",Business and financial operations,Market research analysts and marketing specialists,Male,116,"$1,345",69
2016,"Management, professional, and related ","Management, business, and financial operations ",Business and financial operations,"Business operations specialists, all other",Male,110,"$1,263",58
2016,"Management, professional, and related ","Management, business, and financial operations ",Business and financial operations,Accountants and auditors,Male,559,"$1,441",60
2016,"Management, professional, and related ","Management, business, and financial operations ",Business and financial operations,Appraisers and assessors of real estate,Male,19,–,–
2016,"Management, professional, and related ","Management, business, and financial operations ",Business and financial operations,Budget analysts,Male,22,–,–
2016,"Management, professional, and related ","Management, business, and financial operations ",Business and financial operations,Credit analysts,Male,15,–,–
2016,"Management, professional, and related ","Management, business, and financial operations ",Business and financial operations,Financial analysts,Male,173,"$1,747",62
2016,"Management, professional, and related ","Management, business, and financial operations ",Business and financial operations,Personal financial advisors,Male,258,"$1,714",93
2016,"Management, professional, and related ","Management, business, and financial operations ",Business and financial operations,Insurance underwriters,Male,34,–,–
2016,"Management, professional, and related ","Management, business, and financial operations ",Business and financial operations,Financial examiners,Male,7,–,–
2016,"Management, professional, and related ","Management, business, and financial operations ",Business and financial operations,Credit counselors and loan officers,Male,151,"$1,331",125
2016,"Management, professional, and related ","Management, business, and financial operations ",Business and financial operations,"Tax examiners and collectors, and revenue agents",Male,20,–,–
2016,"Management, professional, and related ","Management, business, and financial operations ",Business and financial operations,Tax preparers,Male,20,–,–
2016,"Management, professional, and related ","Management, business, and financial operations ",Business and financial operations,"Financial specialists, all other",Male,20,–,–
2016,"Management, professional, and related ",Professional and related,,,Male,"11,995","$1,364",9
2016,"Management, professional, and related ",Professional and related,Computer and mathematical ,,Male,"3,068","$1,518",20
2016,"Management, professional, and related ",Professional and related,Computer and mathematical ,Computer and information research scientists,Male,13,–,–
2016,"Management, professional, and related ",Professional and related,Computer and mathematical ,Computer systems analysts,Male,314,"$1,475",53
2016,"Management, professional, and related ",Professional and related,Computer and mathematical ,Information security analysts,Male,65,"$1,826",124
2016,"Management, professional, and related ",Professional and related,Computer and mathematical ,Computer programmers,Male,300,"$1,466",63
2016,"Management, professional, and related ",Professional and related,Computer and mathematical ,"Software developers, applications and systems software",Male,"1,084","$1,863",26
2016,"Management, professional, and related ",Professional and related,Computer and mathematical ,Web developers,Male,97,"$1,284",168
2016,"Management, professional, and related ",Professional and related,Computer and mathematical ,Computer support specialists,Male,367,"$1,078",60
2016,"Management, professional, and related ",Professional and related,Computer and mathematical ,Database administrators,Male,46,–,–
2016,"Management, professional, and related ",Professional and related,Computer and mathematical ,Network and computer systems administrators,Male,168,"$1,250",51
2016,"Management, professional, and related ",Professional and related,Computer and mathematical ,Computer network architects,Male,93,"$1,535",67
2016,"Management, professional, and related ",Professional and related,Computer and mathematical ,"Computer occupations, all other",Male,418,"$1,244",36
2016,"Management, professional, and related ",Professional and related,Computer and mathematical ,Actuaries,Male,11,–,–
2016,"Management, professional, and related ",Professional and related,Computer and mathematical ,Mathematicians,Male,3,–,–
2016,"Management, professional, and related ",Professional and related,Computer and mathematical ,Operations research analysts,Male,59,"$1,382",53
2016,"Management, professional, and related ",Professional and related,Computer and mathematical ,Statisticians,Male,30,–,–
2016,"Management, professional, and related ",Professional and related,Computer and mathematical ,Miscellaneous mathematical science occupations,Male,1,–,–
2016,"Management, professional, and related ",Professional and related,Architecture and engineering ,,Male,"2,437","$1,529",17
2016,"Management, professional, and related ",Professional and related,Architecture and engineering ,"Architects, except naval",Male,135,"$1,462",93
2016,"Management, professional, and related ",Professional and related,Architecture and engineering ,"Surveyors, cartographers, and photogrammetrists",Male,19,–,–
2016,"Management, professional, and related ",Professional and related,Architecture and engineering ,Aerospace engineers,Male,114,"$1,846",84
2016,"Management, professional, and related ",Professional and related,Architecture and engineering ,Agricultural engineers,Male,2,–,–
2016,"Management, professional, and related ",Professional and related,Architecture and engineering ,Biomedical engineers,Male,12,–,–
2016,"Management, professional, and related ",Professional and related,Architecture and engineering ,Chemical engineers,Male,73,"$1,901",31
2016,"Management, professional, and related ",Professional and related,Architecture and engineering ,Civil engineers,Male,350,"$1,526",49
2016,"Management, professional, and related ",Professional and related,Architecture and engineering ,Computer hardware engineers,Male,46,–,–
2016,"Management, professional, and related ",Professional and related,Architecture and engineering ,Electrical and electronics engineers,Male,245,"$1,736",45
2016,"Management, professional, and related ",Professional and related,Architecture and engineering ,Environmental engineers,Male,27,–,–
2016,"Management, professional, and related ",Professional and related,Architecture and engineering ,"Industrial engineers, including health and safety",Male,169,"$1,580",91
2016,"Management, professional, and related ",Professional and related,Architecture and engineering ,Marine engineers and naval architects,Male,18,–,–
2016,"Management, professional, and related ",Professional and related,Architecture and engineering ,Materials engineers,Male,21,–,–
2016,"Management, professional, and related ",Professional and related,Architecture and engineering ,Mechanical engineers,Male,311,"$1,567",21
2016,"Management, professional, and related ",Professional and related,Architecture and engineering ,"Mining and geological engineers, including mining safety engineers",Male,7,–,–
2016,"Management, professional, and related ",Professional and related,Architecture and engineering ,Nuclear engineers,Male,7,–,–
2016,"Management, professional, and related ",Professional and related,Architecture and engineering ,Petroleum engineers,Male,32,–,–
2016,"Management, professional, and related ",Professional and related,Architecture and engineering ,"Engineers, all other",Male,430,"$1,659",58
2016,"Management, professional, and related ",Professional and related,Architecture and engineering ,Drafters,Male,83,"$1,030",124
2016,"Management, professional, and related ",Professional and related,Architecture and engineering ,"Engineering technicians, except drafters",Male,275,"$1,075",50
2016,"Management, professional, and related ",Professional and related,Architecture and engineering ,Surveying and mapping technicians,Male,61,$790,126
2016,"Management, professional, and related ",Professional and related,"Life, physical, and social science ",,Male,665,"$1,319",50
2016,"Management, professional, and related ",Professional and related,"Life, physical, and social science ",Agricultural and food scientists,Male,20,–,–
2016,"Management, professional, and related ",Professional and related,"Life, physical, and social science ",Biological scientists,Male,46,–,–
2016,"Management, professional, and related ",Professional and related,"Life, physical, and social science ",Conservation scientists and foresters,Male,23,–,–
2016,"Management, professional, and related ",Professional and related,"Life, physical, and social science ",Medical scientists,Male,69,"$1,250",107
2016,"Management, professional, and related ",Professional and related,"Life, physical, and social science ","Life scientists, all other",Male,0,–,–
2016,"Management, professional, and related ",Professional and related,"Life, physical, and social science ",Astronomers and physicists,Male,16,–,–
2016,"Management, professional, and related ",Professional and related,"Life, physical, and social science ",Atmospheric and space scientists,Male,5,–,–
2016,"Management, professional, and related ",Professional and related,"Life, physical, and social science ",Chemists and materials scientists,Male,56,"$1,504",66
2016,"Management, professional, and related ",Professional and related,"Life, physical, and social science ",Environmental scientists and geoscientists,Male,58,"$1,591",66
2016,"Management, professional, and related ",Professional and related,"Life, physical, and social science ","Physical scientists, all other",Male,131,"$1,727",138
2016,"Management, professional, and related ",Professional and related,"Life, physical, and social science ",Economists,Male,14,–,–
2016,"Management, professional, and related ",Professional and related,"Life, physical, and social science ",Survey researchers,Male,1,–,–
2016,"Management, professional, and related ",Professional and related,"Life, physical, and social science ",Psychologists,Male,25,–,–
2016,"Management, professional, and related ",Professional and related,"Life, physical, and social science ",Sociologists,Male,1,–,–
2016,"Management, professional, and related ",Professional and related,"Life, physical, and social science ",Urban and regional planners,Male,21,–,–
2016,"Management, professional, and related ",Professional and related,"Life, physical, and social science ",Miscellaneous social scientists and related workers,Male,19,–,–
2016,"Management, professional, and related ",Professional and related,"Life, physical, and social science ",Agricultural and food science technicians,Male,17,–,–
2016,"Management, professional, and related ",Professional and related,"Life, physical, and social science ",Biological technicians,Male,11,–,–
2016,"Management, professional, and related ",Professional and related,"Life, physical, and social science ",Chemical technicians,Male,50,$919,31
2016,"Management, professional, and related ",Professional and related,"Life, physical, and social science ",Geological and petroleum technicians,Male,15,–,–
2016,"Management, professional, and related ",Professional and related,"Life, physical, and social science ",Nuclear technicians,Male,3,–,–
2016,"Management, professional, and related ",Professional and related,"Life, physical, and social science ",Social science research assistants,Male,1,–,–
2016,"Management, professional, and related ",Professional and related,"Life, physical, and social science ","Miscellaneous life, physical, and social science technicians",Male,62,$949,117
2016,"Management, professional, and related ",Professional and related,Community and social service ,,Male,759,"$1,004",25
2016,"Management, professional, and related ",Professional and related,Community and social service ,Counselors,Male,184,$892,62
2016,"Management, professional, and related ",Professional and related,Community and social service ,Social workers,Male,127,"$1,039",72
2016,"Management, professional, and related ",Professional and related,Community and social service ,Probation officers and correctional treatment specialists,Male,39,–,–
2016,"Management, professional, and related ",Professional and related,Community and social service ,Social and human service assistants,Male,29,–,–
